# id	category	years_before_present	display_key	title_key	detail_key	source_name	source_url
generative_ai_public_boom	science	4	inline.plan295.life.from_c_2022_ce.ea142bfe814c	inline.plan295.life.generative_ai_becomes_mainstream.2cac8f3fa526	inline.plan295.life.large_language_models_and_multimodal.ee3db1fbf359	Stanford AI Index	https://aiindex.stanford.edu/report/
acheulean_tools	human	1760000	inline.plan295.life.c_1_76_million_years_ago.1dc71486db1f	inline.plan295.life.acheulean_tool_tradition_appears.c14ff6a5c2e9	inline.plan295.life.hand_axes_and_other_acheulean_tools.5b11d5b14241	Smithsonian Human Origins: tools	https://humanorigins.si.edu/evidence/behavior/stone-tools
homo_heidelbergensis	human	700000	inline.plan295.life.c_700_000_years_ago.e9cbff726862	inline.plan295.life.homo_heidelbergensis_evolves.adffddb7a682	inline.plan295.life.homo_heidelbergensis_is_often_treate.eb40d3814940	Smithsonian: Homo heidelbergensis	https://humanorigins.si.edu/evidence/human-fossils/species/homo-heidelbergensis
blombos_symbolic_objects	human	75000	inline.plan295.life.c_75_000_years_ago.6d1bade7fc9d	inline.plan295.life.blombos_cave_symbolic_objects.f47db632623f	inline.plan295.life.engraved_ochre_and_shell_beads_show.9007baa4f0f1	Britannica: Blombos Cave	https://www.britannica.com/place/Blombos-Cave
first_australia_settlement	human	65000	inline.plan295.life.c_65_000_years_ago.76bc7326e514	inline.plan295.life.humans_reach_australia.a3636d9e2ada	inline.plan295.life.archaeological_evidence_shows_modern.55029c88cdde	Britannica: Aboriginal peoples	https://www.britannica.com/topic/Australian-Aboriginal
lascaux_cave_art	human	17000	inline.plan295.life.c_17_000_years_ago.2b1c51ad1f51	inline.plan295.life.lascaux_cave_paintings.4153c67d93a6	inline.plan295.life.lascaux_is_a_major_upper_paleolithic.af6bf1276e73	Britannica: Lascaux	https://www.britannica.com/place/Lascaux-Grotto
domestication_dog	human	15000	inline.plan295.life.c_15_000_years_ago.532ba49caa33	inline.plan295.life.dog_domestication_spreads.0a6857b65448	inline.plan295.life.dogs_became_among_the_earliest_domes.b9c19ee4a1c2	Britannica: dog	https://www.britannica.com/animal/dog
natufian_culture	civilization	14526	inline.plan295.life.c_12_500_bce.2977702c0d67	inline.plan295.life.natufian_culture_and_semi_sedentism.ae44d76e108f	inline.plan295.life.natufian_culture_in_the_levant_shows.819211ba801f	Britannica: Natufian culture	https://www.britannica.com/topic/Natufian-culture
fertile_crescent_farming	civilization	11526	inline.plan295.life.c_9500_bce.c34979bfdaba	inline.plan295.life.farming_expands_in_the_fertile_cresc.d1cb92e158e2	inline.plan295.life.domesticated_wheat_barley_goats_and.b5bb0ec85b83	Britannica: agriculture origins	https://www.britannica.com/topic/agriculture
rice_domestication	civilization	10026	inline.plan295.life.c_8000_bce.cf46dab0fbb6	inline.plan295.life.rice_domestication_and_east_asian_fa.9dde5cd5e2e7	inline.plan295.life.rice_farming_developed_in_regions_su.8119fb975b67	Britannica: rice	https://www.britannica.com/plant/rice
wheel_invention	civilization	5526	inline.plan295.life.c_3500_bce.ef81f130a2be	inline.plan295.life.wheel_and_wheeled_vehicles_appear.bc67c9eda3f8	inline.plan295.life.wheeled_vehicles_and_potter_wheels_c.223c29771d68	Britannica: wheel	https://www.britannica.com/technology/wheel
horse_domestication	civilization	5526	inline.plan295.life.c_3500_bce.ef81f130a2be	inline.plan295.life.horse_domestication_and_steppe_mobil.e5c37132d936	inline.plan295.life.horse_domestication_strengthened_mob.d629f2cd94ec	Britannica: horse	https://www.britannica.com/animal/horse
pyramids_giza	civilization	4596	inline.plan295.life.c_2570_bce.cb803ecf8cd3	inline.plan295.life.giza_pyramid_complex_built.2cb3c1f535a4	inline.plan295.life.the_giza_pyramids_show_ancient_egypt.a67b243ce1e9	UNESCO: Memphis and its Necropolis	https://whc.unesco.org/en/list/86/
akkadian_empire	civilization	4360	inline.plan295.life.c_2334_bce.15b7b091cfd1	inline.plan295.life.akkadian_empire_rises.52d0e9bd62fb	inline.plan295.life.the_akkadian_empire_is_often_treated.c4cd5a3793a8	Britannica: Akkadian empire	https://www.britannica.com/place/Akkad
minoan_civilization	civilization	4026	inline.plan295.life.c_2000_bce.414b215155a6	inline.plan295.life.minoan_palace_civilization.9bb4530c3b17	inline.plan295.life.cretan_palace_centers_and_maritime_n.e03e72c94429	Britannica: Minoan civilization	https://www.britannica.com/topic/Minoan-civilization
mycenaean_greece	civilization	3626	inline.plan295.life.c_1600_bce.8f39d72f1fea	inline.plan295.life.mycenaean_greece_rises.401e3f9eba08	inline.plan295.life.mycenaean_palaces_linear_b_writing_a.26eece56044d	Britannica: Mycenaean civilization	https://www.britannica.com/topic/Mycenaean-civilization
late_bronze_age_collapse	civilization	3226	inline.plan295.life.c_1200_bce.c86e53a5baee	inline.plan295.life.late_bronze_age_collapse.bcb69de8091c	inline.plan295.life.palace_states_across_the_eastern_med.1ed5394aa223	Britannica: Bronze Age	https://www.britannica.com/event/Bronze-Age
phoenician_alphabet	civilization	3076	inline.plan295.life.c_1050_bce.915e303eff79	inline.plan295.life.phoenician_alphabet_spreads.4a1d9fd37ba1	inline.plan295.life.the_phoenician_alphabet_spread_throu.47aa7ca65cb9	Britannica: Phoenician alphabet	https://www.britannica.com/topic/Phoenician-alphabet
spring_and_autumn_period	civilization	2796	inline.plan295.life.c_770_bce.209f74263022	inline.plan295.life.spring_and_autumn_period_begins.166fc8d78444	inline.plan295.life.zhou_royal_authority_weakened_as_int.0f4d7e7120af	Britannica: Spring and Autumn period	https://www.britannica.com/event/Spring-and-Autumn-period
first_olympics	civilization	2802	inline.plan295.life.776_bce.50a03597871c	inline.plan295.life.ancient_olympic_games_tradition.1626334bfa74	inline.plan295.life.the_games_at_olympia_became_a_shared.aa6865235939	Britannica: Olympic Games	https://www.britannica.com/sports/Olympic-Games
rome_founding_tradition	civilization	2779	inline.plan295.life.traditional_date_753_bce.a76b4c11cdf1	inline.plan295.life.traditional_founding_of_rome.8c0f4b49e13d	inline.plan295.life.the_founding_tradition_includes_lege.488dedb218e5	Britannica: Rome	https://www.britannica.com/place/Rome
upanishads	civilization	2726	inline.plan295.life.c_700_bce.e47880b05cc0	inline.plan295.life.upanishadic_traditions_form.cff346e58fb7	inline.plan295.life.upanishadic_texts_explored_brahman_a.daa15631fb16	Britannica: Upanishad	https://www.britannica.com/topic/Upanishad
babylonian_exile	civilization	2612	inline.plan295.life.586_bce.0c2277473cdc	inline.plan295.life.babylonian_exile.d05db61a4011	inline.plan295.life.the_fall_of_jerusalem_and_exile_deep.660f2aa02650	Britannica: Babylonian Captivity	https://www.britannica.com/event/Babylonian-Captivity
cyrus_cylinder	civilization	2565	inline.plan295.life.539_bce.13938ee4a464	inline.plan295.life.cyrus_captures_babylon.5710c7770b60	inline.plan295.life.after_cyrus_entered_babylon_the_acha.fa7298e690a2	Britannica: Cyrus the Great	https://www.britannica.com/biography/Cyrus-the-Great
greco_persian_wars	civilization	2525	inline.plan295.life.499_449_bce.18d22da66df7	inline.plan295.life.greco_persian_wars.b5beee6194fe	inline.plan295.life.wars_between_greek_city_states_and_p.6cb850c2afce	Britannica: Greco-Persian Wars	https://www.britannica.com/event/Greco-Persian-Wars
peloponnesian_war	civilization	2457	inline.plan295.life.431_404_bce.cb47ed834afd	inline.plan295.life.peloponnesian_war.384840a74e42	inline.plan295.life.the_long_war_between_athenian_and_sp.f5810f342453	Britannica: Peloponnesian War	https://www.britannica.com/event/Peloponnesian-War
socrates_trial	civilization	2425	inline.plan295.life.399_bce.bb38a2d4ca47	inline.plan295.life.trial_and_death_of_socrates.9dabf8614252	inline.plan295.life.the_death_of_socrates_became_a_key_s.9d9916b732c0	Britannica: Socrates	https://www.britannica.com/biography/Socrates
alexander_conquests	civilization	2360	inline.plan295.life.from_334_bce.5dff2e522d35	inline.plan295.life.alexander_conquests_begin.a54efa2cd071	inline.plan295.life.macedonian_expansion_linked_the_east.c0a766778b7f	Britannica: Alexander the Great	https://www.britannica.com/biography/Alexander-the-Great
punic_wars	civilization	2290	inline.plan295.life.264_146_bce.700ac3eaa4a5	inline.plan295.life.punic_wars.37476b02fb5f	inline.plan295.life.the_wars_between_rome_and_carthage_e.e79073766392	Britannica: Punic Wars	https://www.britannica.com/event/Punic-Wars
silk_road_han	civilization	2156	inline.plan295.life.c_130_bce.075aba7e590b	inline.plan295.life.silk_road_overland_exchange_expands.2ef893325f8b	inline.plan295.life.han_westward_routes_joined_central_a.d6c7a4e7a540	Britannica: Silk Road	https://www.britannica.com/topic/Silk-Road-trade-route
caesar_assassination	civilization	2070	inline.plan295.life.44_bce.f74bebb5cacd	inline.plan295.life.assassination_of_julius_caesar.49bf6b0385b7	inline.plan295.life.caesar_assassination_intensified_the.6dfcd7d751f9	Britannica: Julius Caesar	https://www.britannica.com/biography/Julius-Caesar-Roman-ruler
second_temple_destroyed	civilization	1956	inline.plan295.life.70_ce.ca50fd7ec6d4	inline.plan295.life.second_temple_destroyed.7ddf56d36d91	inline.plan295.life.roman_forces_captured_jerusalem_and.4ad3671ddf2b	Britannica: Siege of Jerusalem	https://www.britannica.com/event/Siege-of-Jerusalem-70
kushan_empire	civilization	1926	inline.plan295.life.c_1st_century_ce.a0304d3ce50e	inline.plan295.life.kushan_empire_links_eurasian_exchang.93b0231d2b23	inline.plan295.life.the_kushan_empire_controlled_key_cen.7499e24a2b5e	Britannica: Kushan dynasty	https://www.britannica.com/place/Kushan-dynasty
three_kingdoms_china	civilization	1806	inline.plan295.life.220_ce.1f0dcb5169ef	inline.plan295.life.three_kingdoms_period_begins_in_chin.d1ae8b583f7c	inline.plan295.life.after_the_han_wei_shu_and_wu_shaped.5111fd81cbe4	Britannica: Three Kingdoms	https://www.britannica.com/event/Three-Kingdoms
edict_of_milan	civilization	1713	inline.plan295.life.313_ce.63a6a54cb43b	inline.plan295.life.edict_of_milan.985c802d86c7	inline.plan295.life.constantine_and_licinius_recognized.aa7fa43e8fd4	Britannica: Edict of Milan	https://www.britannica.com/event/Edict-of-Milan
council_of_nicaea	civilization	1701	inline.plan295.life.325_ce.073ebe4fc829	inline.plan295.life.first_council_of_nicaea.d85c55c959b1	inline.plan295.life.nicaea_addressed_christological_disp.8f377a230806	Britannica: Council of Nicaea	https://www.britannica.com/event/First-Council-of-Nicaea-325
gupta_empire	civilization	1706	inline.plan295.life.c_320_ce.060cf194f91c	inline.plan295.life.gupta_empire_rises.988d038d9102	inline.plan295.life.the_gupta_era_saw_major_developments.eff96b58bcb6	Britannica: Gupta dynasty	https://www.britannica.com/topic/Gupta-dynasty
western_rome_falls	civilization	1550	inline.plan295.life.476_ce.e7979b07ed20	inline.plan295.life.western_roman_empire_ends.6ee4625a1091	inline.plan295.life.the_deposition_of_the_western_empero.930268937b10	Britannica: Roman Empire	https://www.britannica.com/place/Roman-Empire
justinian_code	civilization	1497	inline.plan295.life.529_ce.ec7c76b36a14	inline.plan295.life.code_of_justinian_compiled.2744f387542e	inline.plan295.life.the_byzantine_codification_organized.5197f5d1ce98	Britannica: Code of Justinian	https://www.britannica.com/topic/Code-of-Justinian
sui_reunification	civilization	1437	inline.plan295.life.589_ce.47734f2fcd01	inline.plan295.life.sui_reunification_of_china.e26de9dc2eaa	inline.plan295.life.the_sui_ended_long_north_south_divis.36403adbc65a	Britannica: Sui dynasty	https://www.britannica.com/topic/Sui-dynasty
umayyad_caliphate	civilization	1365	inline.plan295.life.661_ce.2d28ceafaa22	inline.plan295.life.umayyad_caliphate_begins.da48cd08cf61	inline.plan295.life.the_umayyads_expanded_and_administer.c49fa0f38f54	Britannica: Umayyad dynasty	https://www.britannica.com/topic/Umayyad-dynasty-Islamic-history
abbasid_baghdad	civilization	1276	inline.plan295.life.750_762_ce.483407fcbffb	inline.plan295.life.abbasid_revolution_and_baghdad.8ee816dbd32c	inline.plan295.life.the_abbasids_founded_baghdad_and_reo.5c7ba1dd8f17	Britannica: Abbasid dynasty	https://www.britannica.com/topic/Abbasid-dynasty
heian_period	civilization	1232	inline.plan295.life.794_ce.ea9c5495f60d	inline.plan295.life.heian_period_begins.2d2576e3c1eb	inline.plan295.life.after_the_capital_moved_to_heian_kyo.6a8bbf43089b	Britannica: Heian period	https://www.britannica.com/event/Heian-period
classic_maya	civilization	1776	inline.plan295.life.from_c_250_ce.309462126556	inline.plan295.life.classic_maya_cities_develop.cf7b79c2838e	inline.plan295.life.maya_lowland_city_states_developed_i.a6711194b762	Britannica: Maya	https://www.britannica.com/topic/Maya-people
viking_expansion	civilization	1233	inline.plan295.life.from_c_793_ce.dcb1db887d80	inline.plan295.life.viking_expansion_begins.174d8fb47001	inline.plan295.life.scandinavian_seafarers_traded_settle.40b58febb0cb	Britannica: Viking	https://www.britannica.com/topic/Viking-people
angkor_rise	civilization	1224	inline.plan295.life.802_ce.eed78f6882dc	inline.plan295.life.angkorian_kingship_rises.617c0a7a2ce5	inline.plan295.life.angkorian_centers_developed_through.bd9cef6c5b51	UNESCO: Angkor	https://whc.unesco.org/en/list/668/
treaty_of_verdun	civilization	1183	inline.plan295.life.843_ce.a26ed15176a6	inline.plan295.life.treaty_of_verdun.7c33dc99fc55	inline.plan295.life.the_carolingian_empire_was_divided_s.20d76c39a8b3	Britannica: Treaty of Verdun	https://www.britannica.com/event/Treaty-of-Verdun
east_west_schism	civilization	972	inline.plan295.life.1054_ce.1c4b7fb25add	inline.plan295.life.east_west_schism.d86348eab6dd	inline.plan295.life.the_split_between_roman_catholic_and.3c0222e4a168	Britannica: East-West Schism	https://www.britannica.com/event/East-West-Schism-1054
norman_conquest	civilization	960	inline.plan295.life.1066_ce.03ff911e7c10	inline.plan295.life.norman_conquest_of_england.056399910375	inline.plan295.life.the_norman_conquest_reshaped_english.9cb7d6fd2333	Britannica: Norman Conquest	https://www.britannica.com/event/Norman-Conquest
great_zimbabwe	civilization	926	inline.plan295.life.from_c_1100_ce.baf3049b97ec	inline.plan295.life.great_zimbabwe_rises.2913cbca5d84	inline.plan295.life.stone_enclosures_and_trade_networks.8de15dfaa055	UNESCO: Great Zimbabwe	https://whc.unesco.org/en/list/364/
kamakura_shogunate	civilization	841	inline.plan295.life.1185_ce.a1f16099b064	inline.plan295.life.kamakura_shogunate_begins.e5352c135eff	inline.plan295.life.warrior_government_became_institutio.cff9eb296b9e	Britannica: Kamakura period	https://www.britannica.com/event/Kamakura-period
magna_carta	civilization	811	inline.plan295.life.1215_ce.80caee8601e4	inline.plan295.life.magna_carta_sealed.3c18bb573b86	inline.plan295.life.magna_carta_constrained_royal_power.1a16daa62975	UK National Archives: Magna Carta	https://www.nationalarchives.gov.uk/education/resources/magna-carta/
baghdad_1258	civilization	768	inline.plan295.life.1258_ce.50d1db2c969b	inline.plan295.life.fall_of_baghdad.2d62bad1f920	inline.plan295.life.mongol_forces_captured_baghdad_endin.83e5a7fa2d73	Britannica: Siege of Baghdad	https://www.britannica.com/event/Siege-of-Baghdad-1258
yuan_dynasty	civilization	755	inline.plan295.life.1271_ce.87434fddb572	inline.plan295.life.yuan_dynasty_founded.0c2675d2514b	inline.plan295.life.kublai_khan_founded_the_yuan_transfo.471237044a9d	Britannica: Yuan dynasty	https://www.britannica.com/topic/Yuan-dynasty
ottoman_rise	civilization	727	inline.plan295.life.c_1299_ce.f3fd42a1192e	inline.plan295.life.ottoman_state_rises.b589faf275e9	inline.plan295.life.a_frontier_polity_in_anatolia_gradua.1fd8339acdc2	Britannica: Ottoman Empire	https://www.britannica.com/place/Ottoman-Empire
hundred_years_war	civilization	689	inline.plan295.life.1337_1453_ce.faebc96c052f	inline.plan295.life.hundred_years_war.e64069e13204	inline.plan295.life.the_long_anglo_french_war_transforme.3e1a0d1b414b	Britannica: Hundred Years War	https://www.britannica.com/event/Hundred-Years-War
renaissance	civilization	626	inline.plan295.life.from_c_1400_ce.31b199876bbb	inline.plan295.life.european_renaissance_expands.a355651c97a6	inline.plan295.life.humanism_classical_texts_patronage_a.111a5f97600c	Britannica: Renaissance	https://www.britannica.com/event/Renaissance
treaty_tordesillas	modern	532	inline.plan295.life.1494_ce.75ce5b514b0d	inline.plan295.life.treaty_of_tordesillas.5ae598b4329b	inline.plan295.life.spain_and_portugal_divided_overseas.03a3a74ccd59	Britannica: Treaty of Tordesillas	https://www.britannica.com/event/Treaty-of-Tordesillas
mughal_empire	modern	500	inline.plan295.life.1526_ce.a4a1a276b6af	inline.plan295.life.mughal_empire_begins.9aa6a7a2f9de	inline.plan295.life.babur_founded_the_mughal_empire_in_n.506c85f67844	Britannica: Mughal dynasty	https://www.britannica.com/place/Mughal-dynasty
east_india_company	modern	426	inline.plan295.life.1600_ce.3d5741445b62	inline.plan295.life.english_east_india_company_founded.200838cb757f	inline.plan295.life.a_chartered_trading_company_became_a.10af892fdaf9	Britannica: East India Company	https://www.britannica.com/topic/East-India-Company
tokugawa_shogunate	modern	423	inline.plan295.life.1603_ce.4b24cc0c1341	inline.plan295.life.tokugawa_shogunate_begins.a91f3f8d1555	inline.plan295.life.the_edo_period_began_combining_long.57890236162c	Britannica: Tokugawa period	https://www.britannica.com/event/Tokugawa-period
english_civil_war	modern	384	inline.plan295.life.1642_1651_ce.a4d466f1192c	inline.plan295.life.english_civil_wars.2a1d5bf6a935	inline.plan295.life.conflict_among_crown_parliament_reli.db553103e743	Britannica: English Civil Wars	https://www.britannica.com/event/English-Civil-Wars
glorious_revolution	modern	338	inline.plan295.life.1688_ce.57f9a07e0bc3	inline.plan295.life.glorious_revolution.d943517d21ba	inline.plan295.life.relations_between_crown_and_parliame.ba00afe1580f	Britannica: Glorious Revolution	https://www.britannica.com/event/Glorious-Revolution
seven_years_war	modern	270	inline.plan295.life.1756_1763_ce.b9a15b30a2d3	inline.plan295.life.seven_years_war.8eaef219a735	inline.plan295.life.connected_theaters_in_europe_north_a.e1f9bef971b1	Britannica: Seven Years War	https://www.britannica.com/event/Seven-Years-War
american_declaration	modern	250	inline.plan295.life.1776_ce.53447fc50c04	inline.plan295.life.u_s_declaration_of_independence.09a90aa5770e	inline.plan295.life.the_thirteen_colonies_declared_separ.f9e05f733d1b	U.S. National Archives: Declaration	https://www.archives.gov/founding-docs/declaration
french_revolution	modern	237	inline.plan295.life.1789_ce.bcecaa3dacc9	inline.plan295.life.french_revolution_begins.ada873c1e5d3	inline.plan295.life.the_revolution_challenged_old_regime.4480285b2f80	Britannica: French Revolution	https://www.britannica.com/event/French-Revolution
napoleonic_wars	modern	223	inline.plan295.life.1803_1815_ce.955c83abb254	inline.plan295.life.napoleonic_wars.5ba4e30ab714	inline.plan295.life.the_wars_reorganized_european_power.4543081a98f1	Britannica: Napoleonic Wars	https://www.britannica.com/event/Napoleonic-Wars
congress_vienna	modern	211	inline.plan295.life.1815_ce.89162f724416	inline.plan295.life.congress_of_vienna.16f82c5971fb	inline.plan295.life.european_powers_rebuilt_a_balance_of.4c5af6e15f83	Britannica: Congress of Vienna	https://www.britannica.com/event/Congress-of-Vienna
revolutions_1848	modern	178	inline.plan295.life.1848_ce.3550fe2bfb89	inline.plan295.life.revolutions_of_1848.6a07a8b166dd	inline.plan295.life.nationalist_liberal_and_social_deman.7feb40f4372f	Britannica: Revolutions of 1848	https://www.britannica.com/event/Revolutions-of-1848
communist_manifesto	modern	178	inline.plan295.life.1848_ce.3550fe2bfb89	inline.plan295.life.the_communist_manifesto_published.b2dc40d4ba1f	inline.plan295.life.the_pamphlet_by_marx_and_engels_beca.4de1e7b37d5f	Britannica: The Communist Manifesto	https://www.britannica.com/topic/The-Communist-Manifesto
indian_rebellion	modern	169	inline.plan295.life.1857_ce.a1f076bec86f	inline.plan295.life.indian_rebellion_of_1857.5bc73db973aa	inline.plan295.life.after_the_anti_british_rebellion_com.4f144739688a	Britannica: Indian Mutiny	https://www.britannica.com/event/Indian-Mutiny
american_civil_war	modern	165	inline.plan295.life.1861_1865_ce.b06c732b217e	inline.plan295.life.american_civil_war.796a4c36d7a3	inline.plan295.life.the_war_over_union_slavery_and_natio.b04b2d2dd860	Britannica: American Civil War	https://www.britannica.com/event/American-Civil-War
suez_canal	modern	157	inline.plan295.life.1869_ce.b016e2a075e3	inline.plan295.life.suez_canal_opens.278bfee85de2	inline.plan295.life.the_canal_linked_the_mediterranean_a.09b6bba11809	Britannica: Suez Canal	https://www.britannica.com/topic/Suez-Canal
german_unification	modern	155	inline.plan295.life.1871_ce.2f0bd6fd1558	inline.plan295.life.german_unification.0735e285dca5	inline.plan295.life.prussia_led_unification_changed_euro.976f64a65007	Britannica: German Empire	https://www.britannica.com/place/German-Empire
wright_brothers	science	123	inline.plan295.life.1903_ce.c010c50f49ca	inline.plan295.life.wright_brothers_powered_flight.0f90114b22da	inline.plan295.life.controlled_powered_flight_opened_the.04f2b6a7fa3e	Britannica: Wright brothers	https://www.britannica.com/biography/Wright-brothers
world_war_i	modern	112	inline.plan295.life.1914_1918_ce.efbf08ca1a40	inline.plan295.life.world_war_i.234ebf764dfc	inline.plan295.life.industrial_total_war_destroyed_empir.2f7836308494	Britannica: World War I	https://www.britannica.com/event/World-War-I
influenza_1918	modern	108	inline.plan295.life.1918_1919_ce.9e436e47680e	inline.plan295.life.1918_influenza_pandemic.9dfd8bf12fcd	inline.plan295.life.the_global_influenza_pandemic_caused.eb6f8059de7a	CDC: 1918 pandemic	https://www.cdc.gov/flu/pandemic-resources/1918-pandemic-h1n1.html
treaty_versailles	modern	107	inline.plan295.life.1919_ce.7ee26cba0746	inline.plan295.life.treaty_of_versailles.6ffaabbe3d27	inline.plan295.life.the_postwar_treaty_redrew_europe_and.d047ab3d4674	Britannica: Treaty of Versailles	https://www.britannica.com/event/Treaty-of-Versailles-1919
great_depression	modern	97	inline.plan295.life.from_1929_ce.9fb7b5d1fae3	inline.plan295.life.great_depression.2eb58226fb4f	inline.plan295.life.the_global_economic_crisis_disrupted.a727cfe5e9c1	Britannica: Great Depression	https://www.britannica.com/event/Great-Depression
nazi_power	modern	93	inline.plan295.life.1933_ce.5dce133d3dc5	inline.plan295.life.nazi_party_takes_power.5c009f87fed6	inline.plan295.life.after_hitler_became_german_chancello.c90f59a02850	Britannica: Nazi Party	https://www.britannica.com/topic/Nazi-Party
world_war_ii	modern	87	inline.plan295.life.1939_1945_ce.d54a3adafdee	inline.plan295.life.world_war_ii.17c7842046af	inline.plan295.life.the_global_war_caused_immense_casual.8f3ea179d057	Britannica: World War II	https://www.britannica.com/event/World-War-II
holocaust	modern	85	inline.plan295.life.1941_1945_ce.a6a5433bb5d7	inline.plan295.life.the_holocaust.1e7cfb0ca4c6	inline.plan295.life.nazi_germany_and_collaborators_syste.3401aa5ba3cb	Britannica: Holocaust	https://www.britannica.com/event/Holocaust
bretton_woods	modern	82	inline.plan295.life.1944_ce.8d8913c36c1e	inline.plan295.life.bretton_woods_conference.f17df37a59a8	inline.plan295.life.the_conference_laid_foundations_for.2bc6510c8cc2	Britannica: Bretton Woods Conference	https://www.britannica.com/event/Bretton-Woods-Conference
atomic_bombings	science	81	inline.plan295.life.1945_ce.80eac4768b6b	inline.plan295.life.atomic_bombings_of_hiroshima_and_nag.9cb08d056287	inline.plan295.life.nuclear_weapons_were_used_in_war_for.403c41f0a2ea	Britannica: atomic bombings	https://www.britannica.com/event/atomic-bombings-of-Hiroshima-and-Nagasaki
universal_declaration_human_rights	modern	78	inline.plan295.life.1948_ce.edb3fb0f6af8	inline.plan295.life.universal_declaration_of_human_right.fbfdf078d611	inline.plan295.life.the_un_general_assembly_adopted_the.8447613f9030	UN: Universal Declaration of Human Rights	https://www.un.org/en/about-us/universal-declaration-of-human-rights
nato_founded	modern	77	inline.plan295.life.1949_ce.e2e1d51bd106	inline.plan295.life.nato_founded.504d4127a0c6	inline.plan295.life.nato_became_the_core_western_collect.088e2817c635	NATO: founding treaty	https://www.nato.int/cps/en/natohq/topics_52044.htm
korean_war	modern	76	inline.plan295.life.1950_1953_ce.67bbcf517541	inline.plan295.life.korean_war.7b90a9063ad5	inline.plan295.life.the_war_became_a_major_cold_war_node.f2d81dee948a	Britannica: Korean War	https://www.britannica.com/event/Korean-War
bandung_conference	modern	71	inline.plan295.life.1955_ce.5af41a16bba8	inline.plan295.life.bandung_conference.7830281a5f26	inline.plan295.life.the_asian_african_conference_advance.8e570940d933	Britannica: Bandung Conference	https://www.britannica.com/event/Bandung-Conference
sputnik	science	69	inline.plan295.life.1957_ce.88f3349331f3	inline.plan295.life.sputnik_1_launched.af418159fad8	inline.plan295.life.the_first_artificial_satellite_opene.dcee53248062	NASA: Sputnik	https://www.nasa.gov/history/sputnik/
year_of_africa	modern	66	inline.plan295.life.1960_ce.d184aa6f1c7b	inline.plan295.life.year_of_africa.c8279a34d164	inline.plan295.life.many_african_states_became_independe.809172c5785a	UN: decolonization	https://www.un.org/dppa/decolonization/en/history
cuban_missile_crisis	modern	64	inline.plan295.life.1962_ce.4172ac59c652	inline.plan295.life.cuban_missile_crisis.c323d1c5606a	inline.plan295.life.u_s_soviet_nuclear_confrontation_pea.835e461c4f34	Office of the Historian: Cuban Missile Crisis	https://history.state.gov/milestones/1961-1968/cuban-missile-crisis
arpanet	science	57	inline.plan295.life.1969_ce.dfd9cfe6d128	inline.plan295.life.arpanet_first_connection.00f8d1826b45	inline.plan295.life.the_early_packet_switching_network_c.3b9fd6c2dfa7	DARPA: ARPANET	https://www.darpa.mil/about-us/timeline/arpanet
un_resolution_2758	modern	55	inline.plan295.life.1971_ce.6ef40c26e13f	inline.plan295.life.un_general_assembly_resolution_2758.232cbe2a7e64	inline.plan295.life.the_resolution_changed_china_represe.3e5eb788ff46	UN Digital Library: Resolution 2758	https://digitallibrary.un.org/record/192054
oil_crisis_1973	modern	53	inline.plan295.life.1973_ce.668b039a8574	inline.plan295.life.1973_oil_crisis.9a699daa7780	inline.plan295.life.the_oil_shock_changed_energy_securit.a9c9dde7039d	Britannica: oil crisis	https://www.britannica.com/event/oil-crisis
china_reform_opening	modern	48	inline.plan295.life.from_1978_ce.f63f85bb97c1	inline.plan295.life.china_reform_and_opening_begins.90d356eec1d1	inline.plan295.life.policy_shifted_toward_markets_openin.6d0844c88f06	Britannica: China economic policy	https://www.britannica.com/place/China/Economic-policy-changes
iranian_revolution	modern	47	inline.plan295.life.1979_ce.7456b00b731f	inline.plan295.life.iranian_revolution.f08b3806c5bd	inline.plan295.life.the_pahlavi_monarchy_ended_and_the_i.1f58f08bc586	Britannica: Iranian Revolution	https://www.britannica.com/event/Iranian-Revolution
chernobyl	science	40	inline.plan295.life.1986_ce.256becfb3a68	inline.plan295.life.chernobyl_nuclear_accident.b3b846169d90	inline.plan295.life.the_accident_caused_long_term_enviro.91f868fcd6f0	IAEA: Chornobyl	https://www.iaea.org/topics/chornobyl
apartheid_ends	modern	32	inline.plan295.life.1994_ce.d240300ac720	inline.plan295.life.apartheid_ends_in_south_africa.4378f585b2d0	inline.plan295.life.south_africa_held_its_first_multirac.347d5e353c98	Britannica: apartheid	https://www.britannica.com/event/apartheid
september_11_attacks	modern	25	inline.plan295.life.2001_ce.1d003d792b02	inline.plan295.life.september_11_attacks.9fb9d245b020	inline.plan295.life.the_attacks_changed_u_s_and_global_s.a67f88c17c12	Britannica: September 11 attacks	https://www.britannica.com/event/September-11-attacks
china_wto_accession	modern	25	inline.plan295.life.2001_ce.1d003d792b02	inline.plan295.life.china_joins_the_wto.a5afddba5a1c	inline.plan295.life.china_wto_accession_deepened_integra.bf78762e1860	WTO: China member profile	https://www.wto.org/english/thewto_e/countries_e/china_e.htm
global_financial_crisis_2008	modern	18	inline.plan295.life.2008_ce.7c257e27ee22	inline.plan295.life.global_financial_crisis.e37e295ae45a	inline.plan295.life.the_u_s_subprime_crisis_spread_globa.af5b3b7e2c69	Britannica: financial crisis of 2007-2008	https://www.britannica.com/event/financial-crisis-of-2007-2008
